ts_open,ts_close,dir,qty,entry,exit,sl,tp,reason,pnl_pts,pnl_usd,tag
1712065734674274469,1712069268684302816,1,1,2287.9,2281.6,2281.625,2299.8499999999995,sl,-6.45,-645.0,L-Rev|M15|high@2287.50
1712071920070667742,1712077964478392273,-1,1,2273.5,2282.3,2282.2999999999997,2256.2,sl,-8.95,-895.0,L-Rev|M15|low@2273.60
1712033179043594011,1712090039472983598,1,1,2279.1,2300.85,2268.225,2300.85,tp,21.6,2160.0,L-Rev|M15|high@2279.00
1712128327471407772,1712131766106013284,-1,1,2296.8,2288.7,2300.8500000000004,2288.7,tp,7.95,795.0,L-Rev|M15|low@2296.80
1712087318537990230,1712131986648063300,1,1,2298.1,2287.8,2287.8,2318.400000000001,sl,-10.45,-1045.0,L-Rev|M15|high@2297.90
1712158582929455912,1712158707925281793,1,1,2308.5,2305.1,2305.1000000000004,2315.000000000001,sl,-3.55,-355.0,L-Rev|M15|high@2308.30
1712192425106652661,1712192733703531931,1,1,2322.8,2319.3,2319.35,2329.7,sl,-3.65,-365.0,L-Rev|M15|high@2322.70
1712231505316924518,1712232512739185986,-1,1,2310.0,2304.2999999999997,2312.8500000000004,2304.2999999999997,tp,5.55,555.0,L-Rev|M15|low@2310.00
1712240873198077773,1712247703729623478,1,1,2314.7,2308.3,2308.7,2326.7,sl,-6.55,-655.0,L-Rev|M15|high@2314.60
1712254823656399305,1712255024598045247,1,1,2320.1,2317.0,2317.025,2326.25,sl,-3.25,-325.0,L-Rev|M15|high@2320.00
1712256991166957481,1712257075507392312,1,1,2324.9,2322.8,2322.85,2329.0,sl,-2.25,-225.0,L-Rev|H1|high@2324.80
1712256991166957481,1712257294782899895,1,1,2324.9,2319.8,2321.525,2331.65,sl,-5.25,-525.0,L-Rev|M15|high@2324.80
1712254800879723046,1712257329229521723,1,1,2319.0,2314.1,2314.125,2328.75,sl,-5.05,-505.0,L-Rev|M15|high@2318.90
1712260017016227720,1712262190615195431,-1,1,2301.8,2310.8,2310.7250000000004,2283.95,sl,-9.15,-915.0,L-Rev|M15|low@2301.80
1712259530523768208,1712262203440170562,-1,1,2304.4,2311.0,2310.925,2294.9499999999994,sl,-6.75,-675.0,L-Rev|M15|low@2305.60
1712320198442198641,1712320201043615197,1,1,2315.5,2309.5,2311.6,2323.3,sl,-6.15,-615.0,L-Rev|M15|high@2315.40
1712538012622359000,1712539211772922080,-1,1,2323.1,2328.9,2328.875,2311.55,sl,-5.95,-595.0,L-Rev|M15|low@2323.10
1712542551589153545,1712543838036416479,1,1,2349.8,2361.3499999999995,2344.0249999999996,2361.3499999999995,tp,11.4,1140.0,L-Rev|M15|high@2349.70
1712572287620773382,1712576908654720126,1,1,2360.4,2355.9,2355.975,2369.25,sl,-4.65,-465.0,L-Rev|M15|high@2360.30
1712577730473588405,1712578652745299111,-1,1,2352.1,2356.6,2356.525,2343.25,sl,-4.65,-465.0,L-Rev|M15|low@2352.10
1712578007342901359,1712598182733169055,-1,1,2350.4,2358.2,2358.125,2334.9500000000007,sl,-7.95,-795.0,L-Rev|M15|low@2350.40
1712625190266242483,1712627950872562674,1,1,2361.6,2357.7,2357.9500000000007,2368.3,sl,-4.05,-405.0,L-Rev|M15|high@2361.30
1712646796675430118,1712651626148681937,1,1,2367.6,2377.2,2362.7999999999997,2377.2,tp,9.45,945.0,L-Rev|M15|high@2367.50
1712646848694627333,1712654458998551725,1,1,2373.4,2381.3,2368.4,2381.3,tp,7.75,775.0,L-Rev|H1|high@2372.50
1712646848694627333,1712665581642866149,1,1,2373.4,2365.9,2366.0999999999995,2385.9,sl,-7.65,-765.0,L-Rev|M15|high@2372.50
1712677874341989867,1712679739974373011,-1,1,2361.5,2365.2,2365.175,2354.1499999999996,sl,-3.85,-385.0,L-Rev|M15|low@2361.50
1712724984322404089,1712735265268728837,1,1,2374.4,2371.0,2371.025,2381.15,sl,-3.55,-355.0,L-Rev|M15|high@2374.30
1712741823068158934,1712742246326894874,-1,1,2362.9,2367.1,2367.1,2354.5,sl,-4.35,-435.0,L-Rev|M15|low@2362.90
1712752213554741049,1712752229574128948,-1,1,2357.0,2351.55,2359.725,2351.55,tp,5.3,530.0,L-Rev|H1|low@2357.00
1712752215117135396,1712752881369157058,-1,1,2356.3,2362.3,2362.3,2344.3,sl,-6.15,-615.0,L-Rev|M15|low@2356.30
1712752213554741049,1712753365091862143,-1,1,2357.0,2363.2,2363.15,2344.7,sl,-6.35,-635.0,L-Rev|M15|low@2357.00
1712804978972349538,1712814647711351234,1,1,2363.8,2356.1,2356.1499999999996,2379.1000000000004,sl,-7.85,-785.0,L-Rev|M15|high@2363.70
1712825460565627916,1712830487620694493,-1,1,2343.9,2352.8,2352.75,2326.2,sl,-9.05,-905.0,L-Rev|M15|low@2343.90
1712823243359048572,1712832522200798492,-1,1,2350.6,2354.6,2354.575,2342.6500000000005,sl,-4.15,-415.0,L-Rev|M15|low@2350.60
1712843165390577960,1712843979456900294,1,1,2364.3,2360.8,2360.8750000000005,2370.8500000000004,sl,-3.65,-365.0,L-Rev|H1|high@2364.10
1712843165390577960,1712843990003745944,1,1,2364.3,2360.4,2360.4500000000003,2371.7000000000003,sl,-4.05,-405.0,L-Rev|M15|high@2364.10
1712853780487632492,1712859369230801271,1,1,2365.3,2380.75,2357.5750000000003,2380.75,tp,15.3,1530.0,L-Rev|M15|high@2365.20
1712858864484454528,1712864549939896541,1,1,2378.3,2383.5,2375.7,2383.5,tp,5.05,505.0,L-Rev|H1|high@2378.10
1712858864399799729,1712864643911995619,1,1,2378.2,2387.5,2373.5499999999997,2387.5,tp,9.15,915.0,L-Rev|M15|high@2378.10
1712855341013406333,1712865424368099186,1,1,2371.1,2391.35,2360.975,2391.35,tp,20.1,2010.0,L-Rev|M15|high@2371.00
